*EBSD_POINT
1,0.000000,0.000000,0.000000,3.841150,1.838080,2.999030,2
2,-0.866023,-0.499998,0.000000,4.371550,0.297030,2.618540,2
3,-1.732045,0.000000,0.000000,4.165860,0.256110,2.798150,2
4,-2.598068,-0.499998,0.000000,3.819530,1.826160,3.038930,2
5,-3.464091,0.000000,0.000000,5.404420,1.649990,0.246750,2
6,-4.330114,-0.499998,0.000000,2.270140,1.493020,2.906080,2
7,-5.196136,0.000000,0.000000,0.933600,2.915340,4.971780,2
8,-6.062159,-0.499998,0.000000,0.910430,2.931230,4.928550,2
9,-6.928182,0.000000,0.000000,5.397080,1.592000,4.891110,2
10,-7.794204,-0.499998,0.000000,2.219460,1.580840,2.997090,2
11,-8.660227,0.000000,0.000000,2.231680,1.579210,3.016350,2
12,-9.526250,-0.499998,0.000000,3.758920,1.712000,3.149960,2
13,-10.392272,0.000000,0.000000,2.212300,1.564690,3.006010,2
14,-11.258295,-0.499998,0.000000,0.768290,3.003200,4.887680,2
15,-12.124318,0.000000,0.000000,0.762150,3.015850,4.882500,2
16,-12.990341,-0.499998,0.000000,3.710580,1.688980,6.234590,2
17,-13.856363,0.000000,0.000000,4.216560,0.134720,4.233310,2
18,-14.722386,-0.499998,0.000000,1.072760,2.989110,5.215750,2
19,-15.588409,0.000000,0.000000,5.289220,1.639850,0.148930,2
20,-16.454431,-0.499998,0.000000,5.069810,2.215040,2.187080,8
21,-17.320454,0.000000,0.000000,5.069810,2.215040,2.187080,8
22,-18.186477,-0.499998,0.000000,3.220320,1.993110,5.692910,8
23,-19.052499,0.000000,0.000000,0.132060,1.129080,0.524800,8
24,-19.918522,-0.499998,0.000000,5.087110,2.053100,3.656090,8
25,-20.784545,0.000000,0.000000,4.201390,0.649250,2.346320,8
26,-21.650568,-0.499998,0.000000,4.221430,0.644740,2.321320,8
27,-22.516590,0.000000,0.000000,3.292730,2.009030,5.783710,8
28,-23.382613,-0.499998,0.000000,1.057010,2.514740,0.793380,8
29,-24.248636,0.000000,0.000000,1.051610,2.531120,0.769430,8
30,-25.114658,-0.499998,0.000000,4.207110,0.616620,2.351860,8
31,-25.980681,0.000000,0.000000,3.338450,1.991200,5.833850,8
32,-26.846704,-0.499998,0.000000,1.051020,2.526050,0.766490,8
33,-27.712726,0.000000,0.000000,1.046010,2.527990,0.749610,8
34,-28.578749,-0.499998,0.000000,1.056550,2.534100,0.758110,8
35,-29.444772,0.000000,0.000000,1.045840,2.541360,0.744460,8
36,-30.310795,-0.499998,0.000000,1.029770,2.549180,0.726600,8
37,-31.176817,0.000000,0.000000,4.180950,0.586660,2.406500,8
38,-32.042840,-0.499998,0.000000,1.033770,2.546430,0.728130,8
39,-32.908863,0.000000,0.000000,4.181290,0.582030,2.399170,8
40,-33.774885,-0.499998,0.000000,1.046590,2.554640,0.744560,8
41,-34.640908,0.000000,0.000000,4.167610,0.568210,2.408160,8
42,-35.506931,-0.499998,0.000000,1.044690,2.567700,0.729290,8
43,-36.372953,0.000000,0.000000,3.347440,1.988890,1.174460,8
44,-37.238976,-0.499998,0.000000,3.349710,1.984130,5.883780,8
45,-38.104999,0.000000,0.000000,4.117580,0.549780,2.431280,8
46,-38.971022,-0.499998,0.000000,1.027850,2.594740,0.731860,8
47,-39.837044,0.000000,0.000000,4.168900,0.500870,2.425020,8
48,-40.703067,-0.499998,0.000000,4.129410,0.487630,5.605050,8
49,-41.569090,0.000000,0.000000,4.141670,0.452300,5.631930,8
50,-42.435112,-0.499998,0.000000,0.994130,2.715610,5.347930,8
51,-43.301135,0.000000,0.000000,0.988670,2.736570,0.611790,8
52,-44.167158,-0.499998,0.000000,0.988670,2.736570,0.611790,8
53,-45.033181,0.000000,0.000000,5.036190,1.523880,4.352170,1
54,-45.899203,-0.499998,0.000000,0.580460,0.396630,6.038910,1
55,-46.765226,0.000000,0.000000,3.810290,2.744830,1.906510,1
56,-47.631249,-0.499998,0.000000,1.892270,1.689550,0.361200,1
57,-48.497271,0.000000,0.000000,3.729230,2.740570,1.841760,1
58,-49.363294,-0.499998,0.000000,0.582970,0.383830,6.027720,1
59,-50.229317,0.000000,0.000000,1.915460,1.679640,3.501260,1
60,-51.095339,-0.499998,0.000000,1.915460,1.679640,3.501260,1
61,-51.961362,0.000000,0.000000,1.939140,1.682700,0.364180,1
62,-52.827385,-0.499998,0.000000,0.662390,0.361830,5.980240,1
63,-53.693408,0.000000,0.000000,0.662390,0.361830,5.980240,1
64,-54.559430,-0.499998,0.000000,0.700420,0.567490,1.224880,1
65,-55.425453,0.000000,0.000000,3.819780,2.644290,5.051460,1
66,-56.291476,-0.499998,0.000000,0.673830,0.521400,5.916660,1
67,-57.157498,0.000000,0.000000,5.451220,0.586520,1.324230,4
68,-58.023521,-0.499998,0.000000,5.402980,0.558550,1.342440,4
69,-58.889544,0.000000,0.000000,5.402980,0.558550,1.342440,4
70,-59.755566,-0.499998,0.000000,5.366650,0.588760,1.385930,4
71,-60.621589,0.000000,0.000000,3.631760,1.469030,2.587760,4
72,-61.487612,-0.499998,0.000000,1.965390,1.058080,4.910920,4
73,-62.353635,0.000000,0.000000,2.382680,2.614950,0.359170,4
74,-63.219657,-0.499998,0.000000,2.380140,2.618420,0.369060,4
75,-64.085680,0.000000,0.000000,5.355160,0.524820,1.352570,4
76,-64.951703,-0.499998,0.000000,5.424940,0.490810,4.399860,4
77,-65.817725,0.000000,0.000000,5.424940,0.490810,4.399860,4
78,-66.683748,-0.499998,0.000000,3.423430,1.233750,3.026500,7
79,-67.549771,0.000000,0.000000,3.582670,1.492810,2.728630,4
80,-68.415793,-0.499998,0.000000,3.591170,1.484950,5.843730,4
81,-69.281816,0.000000,0.000000,0.344940,1.818220,0.149150,7
82,-70.147839,-0.499998,0.000000,2.972220,2.875170,5.774840,7
83,-71.013862,0.000000,0.000000,3.492490,1.343120,2.992900,7
84,-71.879884,-0.499998,0.000000,3.492490,1.343120,2.992900,7
85,-72.745907,0.000000,0.000000,1.885140,1.421250,3.365910,7
86,-73.611930,-0.499998,0.000000,1.885140,1.421250,3.365910,7
87,-74.477952,0.000000,0.000000,3.473540,1.323820,2.995140,7
88,-75.343975,-0.499998,0.000000,3.466740,1.362930,2.999600,7
89,-76.209998,0.000000,0.000000,3.466740,1.362930,2.999600,7
90,-77.076020,-0.499998,0.000000,1.886500,1.493770,0.251070,7
91,-77.942043,0.000000,0.000000,0.301740,1.891210,4.683900,7
92,-78.808066,-0.499998,0.000000,5.054710,1.540070,4.392930,7
93,-79.674089,0.000000,0.000000,3.463440,1.242460,3.184710,7
94,-80.540111,-0.499998,0.000000,5.056610,1.501360,4.381460,7
95,-81.406134,0.000000,0.000000,3.442510,1.244300,3.202820,7
96,-82.272157,-0.499998,0.000000,3.681180,2.796690,0.230680,7
97,-83.138179,0.000000,0.000000,0.289680,1.912950,1.497790,7
98,-84.004202,-0.499998,0.000000,1.881350,1.689400,3.497970,7
99,-84.870225,0.000000,0.000000,3.707840,2.744370,1.838990,7
100,-85.736247,-0.499998,0.000000,3.707840,2.744370,1.838990,7
101,-86.602270,0.000000,0.000000,0.617310,0.559530,5.927400,7
102,-87.468293,-0.499998,0.000000,1.890070,1.765350,3.693110,7
103,-88.334316,0.000000,0.000000,0.610120,0.613910,5.928960,7
104,-89.200338,-0.499998,0.000000,1.863880,1.684840,0.376550,7
105,-90.066361,0.000000,0.000000,0.597350,0.595840,5.932600,7
106,-90.932384,-0.499998,0.000000,0.560530,0.581570,5.970030,7
107,-91.798406,0.000000,0.000000,3.667930,2.742920,1.820530,7
108,-92.664429,-0.499998,0.000000,0.252000,1.945780,1.495010,7
109,-93.530452,0.000000,0.000000,0.493500,0.531550,6.035690,7
110,-94.396475,-0.499998,0.000000,0.426880,0.364940,1.394510,7
111,-95.262497,0.000000,0.000000,3.390630,1.220950,3.173060,7
112,-96.128520,-0.499998,0.000000,0.348460,0.399590,1.465770,7
113,-96.994543,0.000000,0.000000,3.398900,1.221410,3.164730,7
114,-97.860565,-0.499998,0.000000,3.375510,1.202210,3.194240,7
115,-98.726588,0.000000,0.000000,3.375510,1.202210,3.194240,7
116,-99.592611,-0.499998,0.000000,0.272550,0.348370,1.559910,7
117,-100.458633,0.000000,0.000000,3.363340,2.761450,1.556410,7
118,-101.324656,-0.499998,0.000000,3.396230,1.203880,3.128930,7
119,-102.190679,0.000000,0.000000,0.253340,1.902910,4.779470,7
120,-103.056702,-0.499998,0.000000,4.977330,1.676020,4.392430,7
121,-103.922724,0.000000,0.000000,0.280960,1.892320,0.108100,7
122,-104.788747,-0.499998,0.000000,3.426400,1.266290,3.010390,7
123,-105.654770,0.000000,0.000000,3.013440,2.777620,1.179700,7
124,-106.520792,-0.499998,0.000000,0.323480,1.833770,4.921600,7
125,-107.386815,0.000000,0.000000,4.948590,1.774770,6.028920,7
126,-108.252838,-0.499998,0.000000,5.968780,0.362500,0.571630,7
127,-109.118860,0.000000,0.000000,5.968780,0.362500,0.571630,7
135,-116.047042,0.000000,0.000000,5.087810,0.713820,4.826130,3
136,-116.913065,-0.499998,0.000000,5.087810,0.713820,4.826130,3
137,-117.779087,0.000000,0.000000,3.698410,1.737480,5.620780,3
138,-118.645110,-0.499998,0.000000,3.682720,1.706780,5.606980,3
139,-119.511133,0.000000,0.000000,5.357600,2.239450,3.299600,3
140,-120.377156,-0.499998,0.000000,5.368170,2.226550,3.324400,3
141,-121.243178,0.000000,0.000000,3.677320,1.706440,5.600030,3
142,-122.109201,-0.499998,0.000000,3.682430,1.699020,5.595150,3
143,-122.975224,0.000000,0.000000,3.645060,1.729250,5.585620,3
144,-123.841246,-0.499998,0.000000,3.645570,1.746320,5.570770,3
145,-124.707269,0.000000,0.000000,0.481570,1.389380,0.722560,3
146,-125.573292,-0.499998,0.000000,0.479260,1.388080,0.727390,3
147,-126.439314,0.000000,0.000000,3.622070,1.776370,5.548350,3
148,-127.305337,-0.499998,0.000000,0.468540,1.378630,0.716770,3
149,-128.171360,0.000000,0.000000,3.606340,1.737410,5.580370,3
