110.40193,95.571103,200.721596
214.994267,99.259825,355.786709
124.039342,51.619161,81.462016
132.473774,148.277116,16.996354
182.323547,160.647237,98.351907
180.966863,96.919582,2.352186
194.348946,69.208347,182.049521
189.086558,111.335267,332.26384
343.993176,72.711884,272.406029
139.647307,67.630399,344.764333
79.452317,23.518549,156.761769
234.238867,18.053713,141.196726
109.820744,54.137444,4.665218
195.642115,92.504738,324.362548
133.362189,75.787203,160.055038
269.30649,101.774169,266.667298
173.575979,79.004084,42.512187
237.886786,127.144898,341.792888
107.042358,79.132589,1.196346
106.204619,33.950853,223.69984
263.896217,147.597296,288.258605
156.103277,88.289472,349.162241
66.386442,144.527956,16.492508
59.584036,96.714368,331.628186
245.844764,80.853488,312.911917
70.553082,33.675026,219.957871
105.106414,36.043528,202.786919
309.384994,113.005705,0.467904
320.930898,46.522696,75.852198
334.025825,88.125814,45.461368
26.930116,13.578926,94.613403
109.989384,136.083364,1.720763
246.718623,61.525195,145.654817
197.951497,110.5465,330.771322
288.347897,91.414533,310.29179
215.657938,144.343586,342.899625
128.567014,104.723803,31.021601
119.337055,17.331507,220.305964
29.448704,147.921779,273.701255
247.465338,88.790207,307.433004
322.410496,113.858193,75.006861
113.048408,29.899216,5.59071
13.921396,88.264005,91.516758
70.668541,144.331938,35.651048
315.802884,95.259635,233.522271
302.105181,134.677467,147.594485
204.948372,91.588571,153.965871
302.091745,99.440166,297.966802
136.127904,81.508217,147.527049
8.044758,120.42593,55.354494
68.567107,152.007289,322.689244
57.396802,160.146147,336.341083
306.041962,29.47552,10.838682
189.630318,117.601193,344.81384
68.727576,150.657256,293.886005
54.910743,82.573946,348.030608
110.514545,18.609506,89.672206
136.71116,132.266434,20.212553
299.691464,62.309339,255.346597
222.32419,96.182942,145.680031
227.674294,89.413329,309.919245
192.831891,100.59461,351.024127
129.246351,176.811109,317.179238
309.015993,154.337464,142.182627
123.635296,163.800989,46.136181
80.755154,148.857793,42.528287
24.573476,138.33518,272.475626
150.174373,97.870936,50.587133
131.727443,147.458498,92.391171
86.332714,89.223423,322.729763
223.227102,101.20511,172.181217
235.473665,28.543741,146.029206
81.113712,145.375294,33.502327
180.357742,74.911568,186.998533
318.783291,6.107412,39.629462
185.216957,91.938936,184.558986
201.420411,121.891983,343.279524
148.721109,90.636387,44.664893
302.050716,149.303542,312.331015
174.710479,90.81915,184.635346
68.049837,32.781715,320.068645
227.56501,34.366394,155.597328
267.735657,25.316757,108.351652
83.942061,92.649533,315.66877
184.584798,9.103643,169.590629
80.188822,112.508963,9.210754
243.06968,78.051036,294.200407
242.304849,147.418581,4.414758
79.187989,28.810366,44.102138
235.817238,102.814595,160.360193
204.858804,86.353832,319.310243
153.668936,81.415231,174.886748
344.302609,66.534646,53.696929
322.533264,18.150904,113.474118
197.837058,100.67799,350.805048
121.862949,101.336817,55.714433
54.069026,77.580617,44.509134
157.784814,36.24377,70.082061
257.556076,80.272068,291.393909
321.934076,97.410181,296.651926
7.61822,22.713302,343.626112
314.913989,70.578314,241.773115
88.592296,56.645599,8.348674
253.868074,86.217905,324.510036
207.166472,102.980916,170.580676
138.291518,96.362492,43.339962
349.152903,144.524677,198.88273
285.824407,164.184957,103.900764
127.941371,154.399918,328.904125
89.566727,33.437245,216.519862
180.446263,91.337081,336.829211
82.536987,33.78945,237.562237
350.692299,43.543689,268.291745
90.413798,31.377064,59.26498
332.064251,94.151782,35.809818
176.909763,141.397485,104.449832
51.439223,133.777188,253.606699
2.576347,88.853895,265.68234
36.634452,176.719275,317.118159
101.978079,87.383042,328.013954
182.282009,28.097098,264.589797
193.44448,23.512823,264.041985
291.036413,154.147302,117.949028
179.055046,92.36569,4.523082
177.586527,77.891331,176.796959
280.727938,27.406845,303.521632
149.787137,112.390848,357.241589
216.932888,94.566921,155.598299
228.985208,141.802712,359.849655
32.876474,45.924517,6.910406
128.683415,57.1483,29.648994
216.935365,102.515177,158.781425
222.519419,164.292242,117.544128
222.567048,83.022294,290.235132
68.494594,154.106752,32.212487
225.536827,88.173437,312.777005
15.212139,81.57401,282.959918
1.472691,36.803635,79.376371
269.310216,144.379037,196.489677
283.097439,0.273027,173.41589
134.26811,42.182426,89.070044
138.892488,17.259327,308.698468
171.445312,99.727982,303.986663
